"id","scale_denominator","mi","inom"
1268,100000,"1197","SB-23-Z-D-I"
1269,100000,"1552","SC-21-V-C-IV"
1270,100000,"1198","SB-23-Z-D-II"
1271,100000,"1199","SB-23-Z-D-III"
1272,100000,"1276","SB-23-Z-D-IV"
1273,100000,"2845","SG-23-V-C-I"
1274,100000,"2958","SH-21-V-D-VI"
1275,100000,"3004","SH-21-Z-C-III"
1276,100000,"0515","SA-20-Z-B-IV"
1277,100000,"3005","SH-21-Z-D-I"
1278,100000,"3006","SH-21-Z-D-II"
1279,100000,"3007","SH-21-Z-D-III"
1280,100000,"1553","SC-21-V-C-V"
1281,100000,"3015","SH-21-Z-D-V"
1282,100000,"3016","SH-21-Z-D-VI"
1283,100000,"2915","SH-22-V-A-I"
1284,100000,"2967","SH-22-V-C-VI"
1285,100000,"2951","SH-22-V-D-I"
1286,100000,"2952","SH-22-V-D-II"
1287,100000,"2953","SH-22-V-D-III"
1288,100000,"0516","SA-20-Z-B-V"
1289,100000,"2968","SH-22-V-D-IV"
1290,100000,"2969","SH-22-V-D-V"
1291,100000,"1554","SC-21-V-C-VI"
1292,100000,"2970","SH-22-V-D-VI"
1293,100000,"2921","SH-22-X-A-I"
1294,100000,"2922","SH-22-X-A-II"
1295,100000,"1277","SB-23-Z-D-V"
1296,100000,"1278","SB-23-Z-D-VI"
1297,100000,"0745","SB-24-V-A-I"
1298,100000,"0746","SB-24-V-A-II"
1299,100000,"0747","SB-24-V-A-III"
1300,100000,"0517","SA-20-Z-B-VI"
1301,100000,"0815","SB-24-V-A-IV"
1302,100000,"1480","SC-21-V-D-I"
1303,100000,"0816","SB-24-V-A-V"
1304,100000,"0817","SB-24-V-A-VI"
1305,100000,"0748","SB-24-V-B-I"
1306,100000,"2916","SH-22-V-A-II"
1307,100000,"2917","SH-22-V-A-III"
1308,100000,"2931","SH-22-V-A-IV"
1309,100000,"2932","SH-22-V-A-V"
1310,100000,"2933","SH-22-V-A-VI"
1311,100000,"2918","SH-22-V-B-I"
1312,100000,"0573","SA-20-Z-C-I"
1313,100000,"1481","SC-21-V-D-II"
1314,100000,"1461","SC-19-X-C-III"
1315,100000,"1534","SC-19-X-C-IV"
1316,100000,"1535","SC-19-X-C-V"
1317,100000,"2923","SH-22-X-A-III"
1318,100000,"2937","SH-22-X-A-IV"
1319,100000,"2938","SH-22-X-A-V"
1320,100000,"2939","SH-22-X-A-VI"
1321,100000,"2924","SH-22-X-B-I"
1322,100000,"2925","SH-22-X-B-II"
1323,100000,"2940","SH-22-X-B-IV"
1324,100000,"1482","SC-21-V-D-III"
1325,100000,"0574","SA-20-Z-C-II"
1326,100000,"2941","SH-22-X-B-V"
1327,100000,"2954","SH-22-X-C-I"
1328,100000,"0749","SB-24-V-B-II"
1329,100000,"0750","SB-24-V-B-III"
1330,100000,"0818","SB-24-V-B-IV"
1331,100000,"0819","SB-24-V-B-V"
1332,100000,"0820","SB-24-V-B-VI"
1333,100000,"0888","SB-24-V-C-I"
1334,100000,"0889","SB-24-V-C-II"
1335,100000,"1772","SC-22-Z-D-III"
1336,100000,"1555","SC-21-V-D-IV"
1337,100000,"0890","SB-24-V-C-III"
1338,100000,"1220","SB-19-Y-C-V"
1339,100000,"0965","SB-24-V-C-IV"
1340,100000,"1536","SC-19-X-C-VI"
1341,100000,"1462","SC-19-X-D-I"
1342,100000,"1463","SC-19-X-D-II"
1343,100000,"1464","SC-19-X-D-III"
1344,100000,"1537","SC-19-X-D-IV"
1345,100000,"1538","SC-19-X-D-V"
1346,100000,"1539","SC-19-X-D-VI"
1347,100000,"0958","SB-23-V-D-VI"
1348,100000,"1601","SC-19-Y-A-III"
1349,100000,"1669","SC-19-Y-A-VI"
1350,100000,"0179","NA-20-Z-C-II"
1351,100000,"2955","SH-22-X-C-II"
1352,100000,"2956","SH-22-X-C-III"
1353,100000,"2971","SH-22-X-C-IV"
1354,100000,"2972","SH-22-X-C-V"
1355,100000,"2973","SH-22-X-C-VI"
1356,100000,"2957","SH-22-X-D-I"
1357,100000,"2982","SH-22-Y-A-I"
1358,100000,"0086","NA-22-V-D-V"
1359,100000,"2983","SH-22-Y-A-II"
1360,100000,"2984","SH-22-Y-A-III"
1361,100000,"0966","SB-24-V-C-V"
1362,100000,"0009","NB-20-Y-D-V"
1363,100000,"0013","NB-20-Z-D-IV"
1364,100000,"0180","NA-20-Z-C-III"
1365,100000,"0967","SB-24-V-C-VI"
1366,100000,"0891","SB-24-V-D-I"
1367,100000,"0892","SB-24-V-D-II"
1368,100000,"0893","SB-24-V-D-III"
1369,100000,"0087","NA-22-V-D-VI"
1370,100000,"0968","SB-24-V-D-IV"
1371,100000,"0969","SB-24-V-D-V"
1372,100000,"0970","SB-24-V-D-VI"
1373,100000,"0751","SB-24-X-A-I"
1374,100000,"1602","SC-19-Y-B-I"
1375,100000,"1603","SC-19-Y-B-II"
1376,100000,"0397","SA-19-X-D-IV"
1377,100000,"1604","SC-19-Y-B-III"
1378,100000,"1670","SC-19-Y-B-IV"
1379,100000,"1671","SC-19-Y-B-V"
1380,100000,"0023","NA-20-X-A-I"
1381,100000,"1672","SC-19-Y-B-VI"
1382,100000,"1735","SC-19-Y-D-I"
1383,100000,"1735A","SC-19-Y-D-III"
1384,100000,"1605","SC-19-Z-A-I"
1385,100000,"2995","SH-22-Y-A-IV"
1386,100000,"2996","SH-22-Y-A-V"
1387,100000,"2997","SH-22-Y-A-VI"
1388,100000,"0398","SA-19-X-D-V"
1389,100000,"2985","SH-22-Y-B-I"
1390,100000,"2986","SH-22-Y-B-II"
1391,100000,"0141","NA-20-Z-B-V"
1392,100000,"2987","SH-22-Y-B-III"
1393,100000,"2998","SH-22-Y-B-IV"
1394,100000,"2999","SH-22-Y-B-V"
1395,100000,"3000","SH-22-Y-B-VI"
1396,100000,"0752","SB-24-X-A-II"
1397,100000,"0752-A","SB-24-X-A-III"
1398,100000,"0821","SB-24-X-A-IV"
1399,100000,"0822","SB-24-X-A-V"
1400,100000,"0399","SA-19-X-D-VI"
1401,100000,"0823","SB-24-X-A-VI"
1402,100000,"0046","NA-22-X-A-IV"
1403,100000,"0824","SB-24-X-B-IV"
1404,100000,"0825","SB-24-X-B-V"
1405,100000,"0894","SB-24-X-C-I"
1406,100000,"0895","SB-24-X-C-II"
1407,100000,"1606","SC-19-Z-A-II"
1408,100000,"1607","SC-19-Z-A-III"
1409,100000,"1673","SC-19-Z-A-IV"
1410,100000,"1674","SC-19-Z-A-V"
1411,100000,"1675","SC-19-Z-A-VI"
1412,100000,"0444","SA-19-Y-B-II"
1413,100000,"0063","NA-22-X-C-I"
1414,100000,"1608","SC-19-Z-B-I"
1415,100000,"1609","SC-19-Z-B-II"
1416,100000,"1676","SC-19-Z-B-IV"
1417,100000,"1736","SC-19-Z-C-I"
1418,100000,"3008","SH-22-Y-C-I"
1419,100000,"3009","SH-22-Y-C-II"
1420,100000,"3010","SH-22-Y-C-III"
1421,100000,"3017","SH-22-Y-C-IV"
1422,100000,"3018","SH-22-Y-C-V"
1423,100000,"3019","SH-22-Y-C-VI"
1424,100000,"0088","NA-22-X-C-IV"
1425,100000,"0445","SA-19-Y-B-III"
1426,100000,"3011","SH-22-Y-D-I"
1427,100000,"3012","SH-22-Y-D-II"
1428,100000,"3013","SH-22-Y-D-III"
1429,100000,"0896","SB-24-X-C-III"
1430,100000,"0971","SB-24-X-C-IV"
1431,100000,"0972","SB-24-X-C-V"
1432,100000,"0973","SB-24-X-C-VI"
1433,100000,"0897","SB-24-X-D-I"
1434,100000,"0898","SB-24-X-D-II"
1435,100000,"0089","NA-22-X-C-V"
1436,100000,"0899","SB-24-X-D-III"
1437,100000,"0498","SA-19-Y-B-V"
1438,100000,"0974","SB-24-X-D-IV"
1439,100000,"0975","SB-24-X-D-V"
1440,100000,"0499","SA-19-Y-B-VI"
1441,100000,"0559","SA-19-Y-D-II"
1442,100000,"0560","SA-19-Y-D-III"
1443,100000,"0014","NB-20-Z-D-V"
1444,100000,"0622","SA-19-Y-D-V"
1445,100000,"0623","SA-19-Y-D-VI"
1446,100000,"1827","SC-22-Z-D-IV"
1447,100000,"0116","NA-22-Y-A-I"
1448,100000,"0446","SA-19-Z-A-I"
1449,100000,"0447","SA-19-Z-A-II"
1450,100000,"0448","SA-19-Z-A-III"
1451,100000,"0500","SA-19-Z-A-IV"
1452,100000,"0501","SA-19-Z-A-V"
1453,100000,"0502","SA-19-Z-A-VI"
1454,100000,"0449","SA-19-Z-B-I"
1455,100000,"0450","SA-19-Z-B-II"
1456,100000,"0015","NB-20-Z-D-VI"
1457,100000,"0451","SA-19-Z-B-III"
1458,100000,"0117","NA-22-Y-A-II"
1459,100000,"0503","SA-19-Z-B-IV"
1460,100000,"0504","SA-19-Z-B-V"
1461,100000,"0505","SA-19-Z-B-VI"
1462,100000,"0561","SA-19-Z-C-I"
1463,100000,"0562","SA-19-Z-C-II"
1464,100000,"0563","SA-19-Z-C-III"
1465,100000,"0624","SA-19-Z-C-IV"
1466,100000,"0625","SA-19-Z-C-V"
1467,100000,"0626","SA-19-Z-C-VI"
1468,100000,"0002A","NB-21-Y-A-IV"
1469,100000,"0118","NA-22-Y-A-III"
1470,100000,"0564","SA-19-Z-D-I"
1471,100000,"0565","SA-19-Z-D-II"
1472,100000,"0566","SA-19-Z-D-III"
1473,100000,"0627","SA-19-Z-D-IV"
1474,100000,"0628","SA-19-Z-D-V"
1475,100000,"0629","SA-19-Z-D-VI"
1476,100000,"0257","SA-20-V-A-I"
1477,100000,"0258","SA-20-V-A-II"
1478,100000,"0259","SA-20-V-A-III"
1479,100000,"0301","SA-20-V-A-IV"
1480,100000,"0155","NA-22-Y-A-IV"
1481,100000,"0006","NB-21-Y-C-I"
1482,100000,"0302","SA-20-V-A-V"
1483,100000,"0303","SA-20-V-A-VI"
1484,100000,"0260","SA-20-V-B-I"
1485,100000,"0261","SA-20-V-B-II"
1486,100000,"0262","SA-20-V-B-III"
1487,100000,"0304","SA-20-V-B-IV"
1488,100000,"0305","SA-20-V-B-V"
1489,100000,"0306","SA-20-V-B-VI"
1490,100000,"0349","SA-20-V-C-I"
1491,100000,"0156","NA-22-Y-A-V"
1492,100000,"0350","SA-20-V-C-II"
1493,100000,"0016","NB-21-Y-C-IV"
1494,100000,"0351","SA-20-V-C-III"
1495,100000,"0571","SA-20-Y-D-II"
1496,100000,"2634","SF-22-X-D-I"
1497,100000,"2635","SF-22-X-D-II"
1498,100000,"2636","SF-22-X-D-III"
1499,100000,"2669","SF-22-X-D-IV"
1500,100000,"2670","SF-22-X-D-V"
1501,100000,"2671","SF-22-X-D-VI"
1502,100000,"0157","NA-22-Y-A-VI"
1503,100000,"2694","SF-22-Y-A-I"
1504,100000,"2695","SF-22-Y-A-II"
1505,100000,"0652","SA-21-Z-D-V"
1506,100000,"2696","SF-22-Y-A-III"
1507,100000,"2724","SF-22-Y-A-IV"
1508,100000,"2725","SF-22-Y-A-V"
1509,100000,"2726","SF-22-Y-A-VI"
1510,100000,"0903","SB-18-X-D-V"
1511,100000,"0904","SB-18-X-D-VI"
1512,100000,"1057","SB-18-Z-A-VI"
1513,100000,"0142","NA-20-Z-B-VI"
1514,100000,"979","SB-18-Z-B-I"
1515,100000,"980","SB-18-Z-B-II"
1516,100000,"981","SB-18-Z-B-III"
1517,100000,"0653","SA-21-Z-D-VI"
1518,100000,"1058","SB-18-Z-B-IV"
1519,100000,"1059","SB-18-Z-B-V"
1520,100000,"1060","SB-18-Z-B-VI"
1521,100000,"1136","SB-18-Z-C-III"
1522,100000,"1215","SB-18-Z-C-VI"
1523,100000,"1137","SB-18-Z-D-I"
1524,100000,"0119","NA-22-Y-B-I"
1525,100000,"1138","SB-18-Z-D-II"
1526,100000,"1139","SB-18-Z-D-III"
1527,100000,"1216","SB-18-Z-D-IV"
1528,100000,"1217","SB-18-Z-D-V"
1529,100000,"0281","SA-22-V-A-I"
1530,100000,"1218","SB-18-Z-D-VI"
1531,100000,"0685A","SB-19-V-A-I"
1532,100000,"0686","SB-19-V-A-II"
1533,100000,"0687","SB-19-V-A-III"
1534,100000,"0755","SB-19-V-A-IV"
1535,100000,"0120","NA-22-Y-B-II"
1536,100000,"0756","SB-19-V-A-V"
1537,100000,"0757","SB-19-V-A-VI"
1538,100000,"0688","SB-19-V-B-I"
1539,100000,"0277","SA-21-X-A-III"
1540,100000,"0319","SA-21-X-A-IV"
1541,100000,"0282","SA-22-V-A-II"
1542,100000,"0320","SA-21-X-A-V"
1543,100000,"0321","SA-21-X-A-VI"
1544,100000,"0278","SA-21-X-B-I"
1545,100000,"0279","SA-21-X-B-II"
1546,100000,"0121","NA-22-Y-B-III"
1547,100000,"0280","SA-21-X-B-III"
1548,100000,"0322","SA-21-X-B-IV"
1549,100000,"0323","SA-21-X-B-V"
1550,100000,"0324","SA-21-X-B-VI"
1551,100000,"0367","SA-21-X-C-I"
1552,100000,"0368","SA-21-X-C-II"
1553,100000,"0001","NB-20-Z-B-V"
1554,100000,"0283","SA-22-V-A-III"
1555,100000,"0369","SA-21-X-C-III"
1556,100000,"0418","SA-21-X-C-IV"
1557,100000,"1828","SC-22-Z-D-V"
1558,100000,"0158","NA-22-Y-B-IV"
1559,100000,"0419","SA-21-X-C-V"
1560,100000,"0420","SA-21-X-C-VI"
1561,100000,"0370","SA-21-X-D-I"
1562,100000,"0371","SA-21-X-D-II"
1563,100000,"0372","SA-21-X-D-III"
1564,100000,"0421","SA-21-X-D-IV"
1565,100000,"0422","SA-21-X-D-V"
1566,100000,"0423","SA-21-X-D-VI"
1567,100000,"0325","SA-22-V-A-IV"
1568,100000,"0464","SA-21-Y-A-I"
1569,100000,"0159","NA-22-Y-B-V"
1570,100000,"0465","SA-21-Y-A-II"
1571,100000,"0466","SA-21-Y-A-III"
1572,100000,"0518","SA-21-Y-A-IV"
1573,100000,"0519","SA-21-Y-A-V"
1574,100000,"0334","SA-22-X-B-IV"
1575,100000,"0335","SA-22-X-B-V"
1576,100000,"0336","SA-22-X-B-VI"
1577,100000,"0379","SA-22-X-C-I"
1578,100000,"0380","SA-22-X-C-II"
1579,100000,"0326","SA-22-V-A-V"
1580,100000,"0160","NA-22-Y-B-VI"
1581,100000,"0381","SA-22-X-C-III"
1582,100000,"0430","SA-22-X-C-IV"
1583,100000,"0431","SA-22-X-C-V"
1584,100000,"0432","SA-22-X-C-VI"
1585,100000,"0382","SA-22-X-D-I"
1586,100000,"0383","SA-22-X-D-II"
1587,100000,"0384","SA-22-X-D-III"
1588,100000,"0433","SA-22-X-D-IV"
1589,100000,"0434","SA-22-X-D-V"
1590,100000,"0435","SA-22-X-D-VI"
1591,100000,"0196","NA-22-Y-C-I"
1592,100000,"0327","SA-22-V-A-VI"
1593,100000,"0476","SA-22-Y-A-I"
1594,100000,"0477","SA-22-Y-A-II"
1595,100000,"0478","SA-22-Y-A-III"
1596,100000,"0520","SA-21-Y-A-VI"
1597,100000,"0467","SA-21-Y-B-I"
1598,100000,"0468","SA-21-Y-B-II"
1599,100000,"0469","SA-21-Y-B-III"
1600,100000,"0521","SA-21-Y-B-IV"
1601,100000,"0522","SA-21-Y-B-V"
1602,100000,"0197","NA-22-Y-C-II"
1603,100000,"0523","SA-21-Y-B-VI"
1604,100000,"0284","SA-22-V-B-I"
1605,100000,"0579","SA-21-Y-C-I"
1606,100000,"0580","SA-21-Y-C-II"
1607,100000,"0581","SA-21-Y-C-III"
1608,100000,"0642","SA-21-Y-C-IV"
1609,100000,"0643","SA-21-Y-C-V"
1610,100000,"0644","SA-21-Y-C-VI"
1611,100000,"0582","SA-21-Y-D-I"
1612,100000,"0583","SA-21-Y-D-II"
1613,100000,"0198","NA-22-Y-C-III"
1614,100000,"0584","SA-21-Y-D-III"
1615,100000,"0645","SA-21-Y-D-IV"
1616,100000,"0285","SA-22-V-B-II"
1617,100000,"0646","SA-21-Y-D-V"
1618,100000,"0647","SA-21-Y-D-VI"
1619,100000,"0470","SA-21-Z-A-I"
1620,100000,"0471","SA-21-Z-A-II"
1621,100000,"0472","SA-21-Z-A-III"
1622,100000,"0524","SA-21-Z-A-IV"
1623,100000,"0525","SA-21-Z-A-V"
1624,100000,"0238","NA-22-Y-C-IV"
1625,100000,"0526","SA-21-Z-A-VI"
1626,100000,"0473","SA-21-Z-B-I"
1627,100000,"0474","SA-21-Z-B-II"
1628,100000,"0286","SA-22-V-B-III"
1629,100000,"0475","SA-21-Z-B-III"
1630,100000,"0527","SA-21-Z-B-IV"
1631,100000,"0528","SA-21-Z-B-V"
1632,100000,"0529","SA-21-Z-B-VI"
1633,100000,"0585","SA-21-Z-C-I"
1634,100000,"0586","SA-21-Z-C-II"
1635,100000,"0178","NA-20-Z-C-I"
1636,100000,"0587","SA-21-Z-C-III"
1637,100000,"0648","SA-21-Z-C-IV"
1638,100000,"0649","SA-21-Z-C-V"
1639,100000,"0650","SA-21-Z-C-VI"
1640,100000,"0328","SA-22-V-B-IV"
1641,100000,"0588","SA-21-Z-D-I"
1642,100000,"0589","SA-21-Z-D-II"
1643,100000,"0590","SA-21-Z-D-III"
1644,100000,"0651","SA-21-Z-D-IV"
1645,100000,"0378","SA-22-V-D-III"
1646,100000,"0239","NA-22-Y-C-V"
1647,100000,"0427","SA-22-V-D-IV"
1648,100000,"0428","SA-22-V-D-V"
1649,100000,"0429","SA-22-V-D-VI"
1650,100000,"0287","SA-22-X-A-I"
1651,100000,"0288","SA-22-X-A-II"
1652,100000,"0329","SA-22-V-B-V"
1653,100000,"0289","SA-22-X-A-III"
1654,100000,"0331","SA-22-X-A-IV"
1655,100000,"0332","SA-22-X-A-V"
1656,100000,"0333","SA-22-X-A-VI"
1657,100000,"0240","NA-22-Y-C-VI"
1658,100000,"0290","SA-22-X-B-I"
1659,100000,"0291","SA-22-X-B-II"
1660,100000,"0292","SA-22-X-B-III"
1661,100000,"0575","SA-20-Z-C-III"
1662,100000,"0636","SA-20-Z-C-IV"
1663,100000,"0637","SA-20-Z-C-V"
1664,100000,"0330","SA-22-V-B-VI"
1665,100000,"0638","SA-20-Z-C-VI"
1666,100000,"0576","SA-20-Z-D-I"
1667,100000,"0577","SA-20-Z-D-II"
1668,100000,"0170","NA-19-Z-D-II"
1669,100000,"0199","NA-22-Y-D-I"
1670,100000,"0578","SA-20-Z-D-III"
1671,100000,"0639","SA-20-Z-D-IV"
1672,100000,"0640","SA-20-Z-D-V"
1673,100000,"0641","SA-20-Z-D-VI"
1674,100000,"0269","SA-21-V-A-I"
1675,100000,"0270","SA-21-V-A-II"
1676,100000,"0271","SA-21-V-A-III"
1677,100000,"0002","NB-20-Z-B-VI"
1678,100000,"0373","SA-22-V-C-I"
1679,100000,"0313","SA-21-V-A-IV"
1680,100000,"0200","NA-22-Y-D-II"
1681,100000,"0314","SA-21-V-A-V"
1682,100000,"0315","SA-21-V-A-VI"
1683,100000,"0272","SA-21-V-B-I"
1684,100000,"0273","SA-21-V-B-II"
1685,100000,"0274","SA-21-V-B-III"
1686,100000,"0316","SA-21-V-B-IV"
1687,100000,"0317","SA-21-V-B-V"
1688,100000,"0318","SA-21-V-B-VI"
1689,100000,"0361","SA-21-V-C-I"
1690,100000,"0374","SA-22-V-C-II"
1691,100000,"0201","NA-22-Y-D-III"
1692,100000,"0362","SA-21-V-C-II"
1693,100000,"0363","SA-21-V-C-III"
1694,100000,"0412","SA-21-V-C-IV"
1695,100000,"0413","SA-21-V-C-V"
1696,100000,"0414","SA-21-V-C-VI"
1697,100000,"0364","SA-21-V-D-I"
1698,100000,"0365","SA-21-V-D-II"
1699,100000,"0366","SA-21-V-D-III"
1700,100000,"0415","SA-21-V-D-IV"
1701,100000,"0416","SA-21-V-D-V"
1702,100000,"1315","SC-20-V-B-III"
1703,100000,"0375","SA-22-V-C-III"
1704,100000,"0417","SA-21-V-D-VI"
1705,100000,"0275","SA-21-X-A-I"
1706,100000,"0276","SA-21-X-A-II"
1707,100000,"0660","SA-22-Z-C-IV"
1708,100000,"0661","SA-22-Z-C-V"
1709,100000,"0662","SA-22-Z-C-VI"
1710,100000,"0600","SA-22-Z-D-I"
1711,100000,"0601","SA-22-Z-D-II"
1712,100000,"0602","SA-22-Z-D-III"
1713,100000,"1391","SC-20-V-B-IV"
1714,100000,"0663","SA-22-Z-D-IV"
1715,100000,"0424","SA-22-V-C-IV"
1716,100000,"0664","SA-22-Z-D-V"
1717,100000,"0665","SA-22-Z-D-VI"
1718,100000,"0337","SA-23-V-A-IV"
1719,100000,"0338","SA-23-V-A-V"
1720,100000,"0339","SA-23-V-A-VI"
1721,100000,"0340","SA-23-V-B-IV"
1722,100000,"0385","SA-23-V-C-I"
1723,100000,"0386","SA-23-V-C-II"
1724,100000,"1392","SC-20-V-B-V"
1725,100000,"0387","SA-23-V-C-III"
1726,100000,"0436","SA-23-V-C-IV"
1727,100000,"0425","SA-22-V-C-V"
1728,100000,"0437","SA-23-V-C-V"
1729,100000,"0438","SA-23-V-C-VI"
1730,100000,"0388","SA-23-V-D-I"
1731,100000,"0389","SA-23-V-D-II"
1732,100000,"0390","SA-23-V-D-III"
1733,100000,"0439","SA-23-V-D-IV"
1734,100000,"0440","SA-23-V-D-V"
1735,100000,"1393","SC-20-V-B-VI"
1736,100000,"0441","SA-23-V-D-VI"
1737,100000,"0391","SA-23-X-C-I"
1738,100000,"0442","SA-23-X-C-IV"
1739,100000,"0426","SA-22-V-C-VI"
1740,100000,"0264","SA-20-X-A-II"
1741,100000,"0265","SA-20-X-A-III"
1742,100000,"0307","SA-20-X-A-IV"
1743,100000,"0308","SA-20-X-A-V"
1744,100000,"0309","SA-20-X-A-VI"
1745,100000,"0266","SA-20-X-B-I"
1746,100000,"1465","SC-20-V-C-I"
1747,100000,"0267","SA-20-X-B-II"
1748,100000,"0268","SA-20-X-B-III"
1749,100000,"0310","SA-20-X-B-IV"
1750,100000,"0311","SA-20-X-B-V"
1751,100000,"0376","SA-22-V-D-I"
1752,100000,"0312","SA-20-X-B-VI"
1753,100000,"0355","SA-20-X-C-I"
1754,100000,"0356","SA-20-X-C-II"
1755,100000,"0357","SA-20-X-C-III"
1756,100000,"0406","SA-20-X-C-IV"
1757,100000,"1398","SC-20-X-B-V"
1758,100000,"0407","SA-20-X-C-V"
1759,100000,"0408","SA-20-X-C-VI"
1760,100000,"0358","SA-20-X-D-I"
1761,100000,"0443","SA-23-X-C-V"
1762,100000,"0488","SA-23-Y-A-I"
1763,100000,"0377","SA-22-V-D-II"
1764,100000,"0489","SA-23-Y-A-II"
1765,100000,"0490","SA-23-Y-A-III"
1766,100000,"0542","SA-23-Y-A-IV"
1767,100000,"0543","SA-23-Y-A-V"
1768,100000,"1466","SC-20-V-C-II"
1769,100000,"0544","SA-23-Y-A-VI"
1770,100000,"0491","SA-23-Y-B-I"
1771,100000,"0492","SA-23-Y-B-II"
1772,100000,"0611","SA-23-Z-C-III"
1773,100000,"0672","SA-23-Z-C-IV"
1774,100000,"0673","SA-23-Z-C-V"
1775,100000,"1470","SC-20-V-D-III"
1776,100000,"0674","SA-23-Z-C-VI"
1777,100000,"0612","SA-23-Z-D-I"
1778,100000,"0613","SA-23-Z-D-II"
1779,100000,"1829","SC-22-Z-D-VI"
1780,100000,"1467","SC-20-V-C-III"
1781,100000,"0614","SA-23-Z-D-III"
1782,100000,"0675","SA-23-Z-D-IV"
1783,100000,"0676","SA-23-Z-D-V"
1784,100000,"0677","SA-23-Z-D-VI"
1785,100000,"0554","SA-24-Y-A-IV"
1786,100000,"0555","SA-24-Y-A-V"
1787,100000,"0556","SA-24-Y-A-VI"
1788,100000,"1543","SC-20-V-D-IV"
1789,100000,"0557","SA-24-Y-B-IV"
1790,100000,"0558","SA-24-Y-B-V"
1791,100000,"1540","SC-20-V-C-IV"
1792,100000,"0615","SA-24-Y-C-I"
1793,100000,"0616","SA-24-Y-C-II"
1794,100000,"0617","SA-24-Y-C-III"
1795,100000,"0678","SA-24-Y-C-IV"
1796,100000,"0679","SA-24-Y-C-V"
1797,100000,"0680","SA-24-Y-C-VI"
1798,100000,"0618","SA-24-Y-D-I"
1799,100000,"0619","SA-24-Y-D-II"
1800,100000,"0010","NB-20-Z-C-IV"
1801,100000,"1544","SC-20-V-D-V"
1802,100000,"1541","SC-20-V-C-V"
1803,100000,"0620","SA-24-Y-D-III"
1804,100000,"0681","SA-24-Y-D-IV"
1805,100000,"0682","SA-24-Y-D-V"
1806,100000,"0683","SA-24-Y-D-VI"
1807,100000,"0621","SA-24-Z-C-I"
1808,100000,"0684","SA-24-Z-C-IV"
1809,100000,"0685","SA-24-Z-C-V"
1810,100000,"0753","SB-18-X-B-V"
1811,100000,"0754","SB-18-X-B-VI"
1812,100000,"0826","SB-18-X-D-II"
1813,100000,"1542","SC-20-V-C-VI"
1814,100000,"1545","SC-20-V-D-VI"
1815,100000,"0827","SB-18-X-D-III"
1816,100000,"0902","SB-18-X-D-IV"
1817,100000,"0400","SA-20-V-C-IV"
1818,100000,"0401","SA-20-V-C-V"
1819,100000,"0402","SA-20-V-C-VI"
1820,100000,"0352","SA-20-V-D-I"
1821,100000,"0353","SA-20-V-D-II"
1822,100000,"0354","SA-20-V-D-III"
1823,100000,"0403","SA-20-V-D-IV"
1824,100000,"1468","SC-20-V-D-I"
1825,100000,"0404","SA-20-V-D-V"
1826,100000,"1316","SC-20-X-A-I"
1827,100000,"0405","SA-20-V-D-VI"
1828,100000,"0263","SA-20-X-A-I"
1829,100000,"0530","SA-22-Y-A-IV"
1830,100000,"0531","SA-22-Y-A-V"
1831,100000,"0532","SA-22-Y-A-VI"
1832,100000,"0479","SA-22-Y-B-I"
1833,100000,"0480","SA-22-Y-B-II"
1834,100000,"0481","SA-22-Y-B-III"
1835,100000,"1469","SC-20-V-D-II"
1836,100000,"0533","SA-22-Y-B-IV"
1837,100000,"0534","SA-22-Y-B-V"
1838,100000,"1317","SC-20-X-A-II"
1839,100000,"0535","SA-22-Y-B-VI"
1840,100000,"0591","SA-22-Y-C-I"
1841,100000,"0592","SA-22-Y-C-II"
1842,100000,"0593","SA-22-Y-C-III"
1843,100000,"0654","SA-22-Y-C-IV"
1844,100000,"0655","SA-22-Y-C-V"
1845,100000,"0656","SA-22-Y-C-VI"
1846,100000,"1474","SC-20-X-D-I"
1847,100000,"0594","SA-22-Y-D-I"
1848,100000,"0595","SA-22-Y-D-II"
1849,100000,"0596","SA-22-Y-D-III"
1850,100000,"1318","SC-20-X-A-III"
1851,100000,"0657","SA-22-Y-D-IV"
1852,100000,"0658","SA-22-Y-D-V"
1853,100000,"0659","SA-22-Y-D-VI"
1854,100000,"0482","SA-22-Z-A-I"
1855,100000,"0483","SA-22-Z-A-II"
1856,100000,"0484","SA-22-Z-A-III"
1857,100000,"1475","SC-20-X-D-II"
1858,100000,"0536","SA-22-Z-A-IV"
1859,100000,"0537","SA-22-Z-A-V"
1860,100000,"0538","SA-22-Z-A-VI"
1861,100000,"0485","SA-22-Z-B-I"
1862,100000,"1394","SC-20-X-A-IV"
1863,100000,"0486","SA-22-Z-B-II"
1864,100000,"0487","SA-22-Z-B-III"
1865,100000,"0539","SA-22-Z-B-IV"
1866,100000,"0540","SA-22-Z-B-V"
1867,100000,"0541","SA-22-Z-B-VI"
1868,100000,"1476","SC-20-X-D-III"
1869,100000,"0597","SA-22-Z-C-I"
1870,100000,"0598","SA-22-Z-C-II"
1871,100000,"0599","SA-22-Z-C-III"
1872,100000,"0797","SB-22-X-A-IV"
1873,100000,"0798","SB-22-X-A-V"
1874,100000,"1395","SC-20-X-A-V"
1875,100000,"0799","SB-22-X-A-VI"
1876,100000,"0730","SB-22-X-B-I"
1877,100000,"0731","SB-22-X-B-II"
1878,100000,"0732","SB-22-X-B-III"
1879,100000,"1399","SC-20-X-B-VI"
